Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
orangeTestSuit,Chrome 67.0.3396.99,,2018-07-24 17:51:27,2018-07-24 17:52:03,35.658s,PASSED
,,,,,,
Test Cases/LOGIN/Test Login,Chrome 67.0.3396.99,,2018-07-24 17:51:28,2018-07-24 17:51:40,12.474s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-24 17:51:28,2018-07-24 17:51:31,2.691s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-24 17:51:31,2018-07-24 17:51:35,4.785s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:35,2018-07-24 17:51:35,0.095s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-24 17:51:35,2018-07-24 17:51:36,0.120s,PASSED
setEncryptedText,Chrome 67.0.3396.99,,2018-07-24 17:51:36,2018-07-24 17:51:36,0.230s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:36,2018-07-24 17:51:38,2.137s,PASSED
,,,,,,
Test Cases/LOGIN/ValidateLinks,Chrome 67.0.3396.99,,2018-07-24 17:51:40,2018-07-24 17:52:02,22.322s,PASSED
callTestCase,Chrome 67.0.3396.99,,2018-07-24 17:51:40,2018-07-24 17:51:51,10.824s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-24 17:51:51,2018-07-24 17:51:51,0.034s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-24 17:51:51,2018-07-24 17:51:51,0.022s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-24 17:51:51,2018-07-24 17:51:51,0.019s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-24 17:51:51,2018-07-24 17:51:51,0.019s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-24 17:51:51,2018-07-24 17:51:51,0.020s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:51,2018-07-24 17:51:53,1.529s,PASSED
mouseOver,Chrome 67.0.3396.99,,2018-07-24 17:51:53,2018-07-24 17:51:53,0.052s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:53,2018-07-24 17:51:53,0.519s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:53,2018-07-24 17:51:54,0.502s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:54,2018-07-24 17:51:55,1.451s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:55,2018-07-24 17:51:55,0.082s,PASSED
selectOptionByValue,Chrome 67.0.3396.99,,2018-07-24 17:51:55,2018-07-24 17:51:56,1.219s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-24 17:51:56,2018-07-24 17:51:57,0.133s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:57,2018-07-24 17:51:58,1.292s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:58,2018-07-24 17:51:58,0.551s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:58,2018-07-24 17:51:59,0.535s,PASSED
click,Chrome 67.0.3396.99,,2018-07-24 17:51:59,2018-07-24 17:52:00,1.395s,PASSED
